linux_git_commit,linux_git_tag,file,function,path_id,error_line,candidate_type,severity,condition,exit_type,target_label,error_source_expr,held_resources,cleanup_calls,missing_cleanup_candidates,final_return_expr,evidence,reason
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_inode,ext4_fc_replay_inode#001,1542,error_swallowed,P1,ret,goto,out,"ext4_fc_record_modified_inode(sb, ino)",[],"[""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_inode,ext4_fc_replay_inode#002,1548,error_swallowed,P1,ret,goto,out,"ext4_get_fc_inode_loc(sb, ino, &iloc)",[],"[""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_inode,ext4_fc_replay_inode#003,1574,error_swallowed,P1,ret,goto,out,"ext4_handle_dirty_metadata(NULL, NULL, iloc.bh)",[],"[""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_inode,ext4_fc_replay_inode#004,1577,error_swallowed,P1,ret,goto,out,sync_dirty_buffer(iloc.bh),[],"[""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_inode,ext4_fc_replay_inode#005,1580,error_swallowed,P1,ret,goto,out,"ext4_mark_inode_used(sb, ino)",[],"[""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)"", ""blkdev_issue_flush(sb->s_bdev)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#002,1745,error_swallowed,P1,ret,goto,out,"ext4_fc_record_modified_inode(sb, inode->i_ino)",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#003,1764,error_swallowed,P1,ret < 0,goto,out,"ext4_map_blocks(NULL, inode, &map, 0)",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#006,1784,error_swallowed,P1,ret,goto,out,ext4_ext_insert_extent(,[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#008,1798,error_swallowed,P1,ret,goto,out,"ext4_ext_replay_update_ex(inode, cur, map.m_len,",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#009,1819,error_swallowed,P1,ret,goto,out,"ext4_ext_replay_update_ex(inode, cur, map.m_len,",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,ext4_fc_replay_del_range#002,1862,error_swallowed,P1,ret,goto,out,"ext4_fc_record_modified_inode(sb, inode->i_ino)",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,ext4_fc_replay_del_range#003,1873,error_swallowed,P1,ret < 0,goto,out,"ext4_map_blocks(NULL, inode, &map, 0)",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,ext4_fc_replay_del_range#004,1890,error_swallowed,P1,ret,goto,out,le32_to_cpu(lrange.fc_lblk),[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
